system,query_id,fold_key,query_index,task_index,telemetry_date,ground_truth,object_id,base_rank,base_score,label,rank_recip,rank_log,anomaly_score,metric_score,log_score,trace_score,change_score,degree_in,degree_out,degree_total,is_isolated,member_count,member_log,incoming_mass,topological_mass,has_earliest,earliest_offset,noise_local_noise,noise_resonance_mass,noise_source_signal,noise_reverb_mass,noise_unexplained_residual,noise_collapse_gain,noise_collapse_recovery_score,noise_exclusive_explanation,noise_temporal_source_score,noise_multi_lead_consistency,noise_hotspot_bias,noise_root_source_score,structure_upstream_context,structure_downstream_context,structure_temporal_lead,structure_mechanism_focus,structure_propagation_signature,structure_source_likelihood,structure_symptom_likelihood,structure_structural_uniqueness,structure_propagation_role_score,structure_hard_negative_resistance,structure_multi_view_consistency,structure_topological_eccentricity,structure_structural_score,delay_source_time_consistency,delay_average_delay_gain,delay_observer_coverage,delay_reverse_penalty,beam_beamformed_explanation,beam_directional_focus,beam_offbeam_penalty,beam_mechanism_coherence,subspace_local_residual_source_energy,subspace_sector_source_ratio,subspace_sector_reverb_ratio,subspace_residual_distinctiveness,subspace_local_common_mode_alignment,subspace_replaceability,subspace_sector_size,mask_gated_reverb_penalty,mask_source_protection,mask_replaceability_penalty,mask_local_hub_pressure,reason_cpu,reason_memory,reason_disk,reason_db,reason_network,reason_process,prefix_tomcat,prefix_mg,prefix_ig,prefix_apache,prefix_mysql,prefix_redis,prefix_servicetest,prefix_node,prefix_adservice,prefix_frontend,prefix_checkoutservice,prefix_shippingservice,prefix_paymentservice,prefix_recommendationservice,prefix_emailservice,prefix_currencyservice,prefix_productcatalogservice,prefix_cartservice
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,ig01,15,-0.02817,0,0.06666666666666667,2.772588722239781,0.9056603773584906,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.6931471805599453,1.0219229241953227,0.9056603773584906,1.0,0.0,0.90566,0.312906,0.319343,0.7,0.3,0.373443,1.0,0.0,0.333333,0.0,0.150358,0.448626,0.276188,1.0,0.333333,0.754368,1.0,0.594027,1.0,0.0,0.393527,0.669299,1.0,0.535714,0.0,1.0,0.0,0.125,1.0,0.413585,0.586711,0.5,1.0,0.0,0.0,1.0,0.394599,1.0,0.0,0.166667,0.934621,0.596501,0.45,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,mg02,16,-0.034385,0,0.0625,2.833213344056216,0.9056603773584906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.90566,0.0,0.405881,0.0,1.0,0.178913,0.0,0.0,0.0,0.056583,0.818182,0.167569,0.0,0.0,0.0,0.517163,0.555556,0.139851,0.111729,0.762709,0.178374,0.831688,0.400028,0.0,0.266866,0.0,0.0,0.0,0.0,0.154491,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.058239,0.069234,0.0,0.08139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,tomcat04,17,-0.101782,0,0.058823529411764705,2.8903717578961645,1.0,1.0,0.37735849056603776,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,-0.06833333333333333,1.0,0.0,0.405881,0.0,1.0,0.193519,0.0,0.0,0.0,0.056583,1.0,0.161049,0.0,0.0,0.0,0.298032,0.555556,0.098844,0.111729,0.762709,0.178374,0.831688,0.294237,0.0,0.229685,0.0,0.0,0.0,0.0,0.170584,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.130951,0.074886,0.0,0.16278,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,dockera1,18,-0.107093,0,0.05555555555555555,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.405881,0.0,1.0,0.0,0.0,0.0,0.0,0.056583,0.636364,0.016041,0.0,0.0,0.0,0.660102,0.0,0.0,0.111729,0.762709,0.049945,0.831688,0.0,0.0,0.137227,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,dockera2,19,-0.107093,0,0.05263157894736842,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.405881,0.0,1.0,0.0,0.0,0.0,0.0,0.056583,0.636364,0.016041,0.0,0.0,0.0,0.660102,0.0,0.0,0.111729,0.762709,0.049945,0.831688,0.0,0.0,0.137227,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,dockerb1,20,-0.107093,0,0.05,3.044522437723423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.405881,0.0,1.0,0.0,0.0,0.0,0.0,0.056583,0.636364,0.016041,0.0,0.0,0.0,0.660102,0.0,0.0,0.111729,0.762709,0.049945,0.831688,0.0,0.0,0.137227,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,dockerb2,21,-0.107093,0,0.047619047619047616,3.091042453358316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.405881,0.0,1.0,0.0,0.0,0.0,0.0,0.056583,0.636364,0.016041,0.0,0.0,0.0,0.660102,0.0,0.0,0.111729,0.762709,0.049945,0.831688,0.0,0.0,0.137227,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,servicetest1,22,-0.113417,0,0.045454545454545456,3.1354942159291497,0.2405823724348008,0.40097062072466805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.240582,0.0,0.405881,0.0,1.0,0.075949,0.0,0.0,0.0,0.056583,0.818182,0.039527,0.0,0.0,0.0,0.660102,0.222761,0.066186,0.111729,0.762709,0.101441,0.831688,0.177842,0.0,0.19775,0.0,0.0,0.0,0.0,0.041039,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.068707,0.02939,0.0,0.08139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,tomcat01,23,-0.116446,0,0.043478260869565216,3.1780538303479458,1.0,1.0,0.37735849056603776,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,-0.0675,1.0,0.0,0.405881,0.0,1.0,0.193519,0.0,0.0,0.0,0.056583,1.0,0.161049,0.0,0.0,0.0,0.119684,0.555556,0.064973,0.111729,0.762709,0.178374,0.831688,0.199919,0.0,0.198473,0.0,0.0,0.0,0.0,0.170584,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.130951,0.074886,0.0,0.16278,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,tomcat03,24,-0.116825,0,0.041666666666666664,3.2188758248682006,1.0,1.0,0.37735849056603776,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,-0.05527777777777778,1.0,0.0,0.405881,0.0,1.0,0.193519,0.0,0.0,0.0,0.056583,1.0,0.161049,0.0,0.0,0.0,0.115155,0.555556,0.064109,0.111729,0.762709,0.178374,0.831688,0.19745,0.0,0.197672,0.0,0.0,0.0,0.0,0.170584,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.130951,0.074886,0.0,0.16278,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,servicetest8,25,-0.136816,0,0.04,3.258096538021482,0.11805950346071784,0.1967658391011964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.11806,0.0,0.405881,0.0,1.0,0.056981,0.0,0.0,0.0,0.056583,0.818182,0.015939,0.0,0.0,0.0,0.660102,0.109314,0.032403,0.111729,0.762709,0.075215,0.831688,0.086007,0.0,0.166781,0.0,0.0,0.0,0.0,0.020139,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.070635,0.02205,0.0,0.08139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,servicetest11,26,-0.146128,0,0.038461538461538464,3.295836866004329,0.06896964636924278,0.11494941061540463,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.06897,0.0,0.405881,0.0,1.0,0.049381,0.0,0.0,0.0,0.056583,0.818182,0.006488,0.0,0.0,0.0,0.660102,0.063861,0.018912,0.111729,0.762709,0.064708,0.831688,0.049946,0.0,0.154458,0.0,0.0,0.0,0.0,0.011765,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.071408,0.019109,0.0,0.08139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,servicetest9,27,-0.146893,0,0.037037037037037035,3.332204510175204,0.06492939526597283,0.10821565877662138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.064929,0.0,0.405881,0.0,1.0,0.048756,0.0,0.0,0.0,0.056583,0.818182,0.00571,0.0,0.0,0.0,0.660102,0.06012,0.017802,0.111729,0.762709,0.063843,0.831688,0.046997,0.0,0.153445,0.0,0.0,0.0,0.0,0.011076,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.071472,0.018867,0.0,0.08139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,servicetest3,28,-0.152405,0,0.03571428571428571,3.367295829986474,0.03576670211976814,0.05961117019961357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.035767,0.0,0.405881,0.0,1.0,0.044241,0.0,0.0,0.0,0.056583,0.818182,9.6e-05,0.0,0.0,0.0,0.660102,0.033117,0.009801,0.111729,0.762709,0.057601,0.831688,0.025796,0.0,0.14615,0.0,0.0,0.0,0.0,0.006101,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.071931,0.01712,0.0,0.08139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:64:task_5:apache02:2021-03-10 15:43:00,Bank:apache02:2021-03-10 15:43:00,64,task_5,2021_03_10,apache02,servicetest6,29,-0.152499,0,0.034482758620689655,3.4011973816621555,0.035268168635634665,0.058780281059391114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.035268,0.0,0.405881,0.0,1.0,0.044164,0.0,0.0,0.0,0.056583,0.818182,0.0,0.0,0.0,0.0,0.660102,0.032656,0.009664,0.111729,0.762709,0.057494,0.831688,0.025435,0.0,0.146026,0.0,0.0,0.0,0.0,0.006016,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.071938,0.01709,0.0,0.08139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,ig01,1,0.724551,0,1.0,0.6931471805599453,0.9056603773584906,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.6931471805599453,0.0,1.9910857670811342,1.0,0.0,0.90566,0.510695,0.239644,0.384736,0.615264,0.470263,1.0,0.922618,1.0,1.0,0.249834,0.677611,0.0,0.549623,1.0,0.31316,0.729826,0.885441,0.0,0.831572,0.826983,0.0,0.469005,1.0,1.0,1.0,0.0,0.5,0.0,0.616488,0.775,0.5,0.800403,0.0,0.0,1.0,0.073499,1.0,0.0,0.666667,0.170481,0.684687,0.45,0.054187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,tomcat02,2,0.617576,0,0.5,1.0986122886681096,1.0,1.0,0.37735849056603776,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.6931471805599453,0.0,4.314526046329727,1.0,-0.0763888888888889,1.0,1.0,0.319396,0.172581,0.827419,0.881784,1.0,1.0,1.0,1.0,0.662485,1.0,0.0,0.952791,1.0,0.166922,1.0,0.945985,0.207351,0.781256,1.0,0.807185,0.513977,1.0,0.811486,0.794854,0.816318,0.625,0.0,1.0,0.784028,0.5,0.853662,0.0,0.0,1.0,0.817726,1.0,0.999042,0.833333,0.551895,1.0,0.999473,0.435507,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,mysql02,3,0.612534,0,0.3333333333333333,1.3862943611198906,0.9056603773584828,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.6931471805599453,0.0,4.114856271701642,1.0,0.0,0.90566,0.847055,0.137123,0.650618,0.349382,1.0,0.91073,0.315713,0.666667,0.703187,0.362698,0.843591,0.0,0.757248,0.666667,1.0,0.863787,1.0,0.182499,0.794246,0.778998,0.593409,1.0,1.0,0.951285,0.759832,0.0,1.0,0.0,0.738371,0.650131,0.5,0.536809,0.0,0.0,1.0,0.24342,1.0,0.0,1.0,0.157033,0.944447,0.45,0.154413,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,mysql01,4,0.388915,0,0.25,1.6094379124341003,0.9024346575374607,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,0.6931471805599453,0.9056603773584906,1.0886511095436735,1.0,0.0,0.902435,0.279229,0.53458,0.281481,0.718519,0.30869,1.0,0.0,1.0,0.109562,0.157353,0.489344,0.134375,0.400684,1.0,0.793283,0.649945,0.934278,0.548677,0.547474,0.490641,0.527844,0.714238,0.964286,0.638511,1.0,0.0,0.375,0.0,0.390202,0.7,0.5,0.705357,0.0,0.0,1.0,0.268954,1.0,0.0,0.5,0.399825,0.645874,0.45,0.362792,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,apache02,5,0.366168,0,0.2,1.791759469228055,0.9056603773584906,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.6931471805599453,1.9910857670811342,0.0,1.0,0.0,0.90566,0.0,1.0,0.0,1.0,0.119725,0.0,0.142735,1.0,0.109562,0.0,0.408155,0.295423,0.0,1.0,0.446935,0.538593,0.744827,0.431229,0.79011,0.325533,0.649928,0.437465,0.857143,0.557195,0.0,0.0,0.0,0.0,0.134964,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.231217,0.050029,0.0,0.263854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,ig02,6,0.199642,1,0.16666666666666666,1.9459101490553132,0.9056603773584906,1.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,1.0,0.6931471805599453,1.1864027981444885,4.337319142528382,1.0,0.0,0.90566,0.904114,0.382849,0.613939,0.386061,0.866221,1.0,0.0,0.75,0.109562,0.434425,0.782962,0.17603,0.798187,0.75,0.415265,0.898734,0.805507,0.882302,0.040305,0.52645,1.0,0.645924,0.928571,0.169252,0.694186,0.0,0.75,0.0,0.898523,0.689388,0.5,0.804674,0.0,0.0,1.0,0.188061,1.0,0.042876,1.0,0.431342,0.758239,0.473582,0.457125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,servicetest10,7,0.113848,0,0.14285714285714285,2.0794415416798357,0.2807424207860056,0.4679040346433426,0.0,0.0,0.0,1.0,5.0,6.0,0.0,1.0,0.6931471805599453,0.9056603773584828,3.8341138509156365,1.0,0.0,0.280742,0.775047,0.0,1.0,0.0,0.872022,0.90595,0.0,0.666667,0.109562,0.398381,0.543719,0.134375,0.8467,0.666667,0.62439,0.687896,0.781454,0.853781,0.158376,0.486874,0.862514,0.644127,0.964286,0.213184,0.723662,0.0,0.875,0.0,0.639957,0.730209,0.5,0.601741,0.0,0.0,1.0,0.033527,1.0,0.0,1.0,0.388883,0.76442,0.45,0.415469,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,redis02,8,0.112417,0,0.125,2.1972245773362196,0.5032052916127455,0.8386754860212426,0.0,0.0,0.0,8.0,0.0,8.0,0.0,1.0,0.6931471805599453,6.739774228274126,0.0,1.0,0.0,0.503205,0.0,1.0,0.0,1.0,0.079281,0.0,0.925263,0.25,0.021912,0.0,0.372592,1.0,0.0,0.25,0.434335,0.451705,0.336094,0.650267,1.0,0.0,0.649928,0.301368,0.642857,0.15671,0.0,0.0,0.0,0.875,0.074989,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.415198,0.033129,0.0,0.461295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,tomcat03,9,0.11058,0,0.1111111111111111,2.302585092994046,1.0,1.0,0.37735849056603776,0.0,0.0,1.0,4.0,5.0,0.0,1.0,0.6931471805599453,1.0,3.3145260463297266,1.0,-0.075,1.0,0.746291,0.608627,0.165726,0.834274,0.702052,1.0,0.0,0.6,0.101355,0.621119,0.769781,0.148373,0.914947,0.6,0.069015,0.977147,0.679598,0.968312,0.0,0.515435,0.958163,0.41744,0.964286,0.0,0.749808,1.0,0.5,0.064586,0.759612,0.732079,0.5,0.803689,0.0,0.0,1.0,0.889087,1.0,1.0,0.666667,0.806728,0.883987,1.0,0.738833,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,servicetest1,10,0.070388,0,0.1,2.3978952727983707,0.057176680633628255,0.09529446772271376,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.6931471805599453,1.8080950348959512,1.0314744289100453,1.0,0.0,0.057177,0.264563,0.0,1.0,0.0,0.191216,1.0,0.0,1.0,0.109562,0.156598,0.136721,0.268272,0.56946,1.0,0.62439,0.380548,0.791632,0.707879,0.46039,0.447352,0.848497,0.433962,0.928571,0.346854,1.0,0.0,0.25,0.0,0.169728,0.775,0.5,0.800403,0.0,0.0,1.0,0.141399,1.0,0.0,0.333333,0.528194,0.520507,0.45,0.469084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,mg02,11,0.065533,0,0.09090909090909091,2.4849066497880004,0.9056603773584906,1.0,0.0,0.0,0.0,3.0,5.0,8.0,0.0,1.0,0.6931471805599453,2.092063175502979,3.4316587651698915,1.0,0.0,0.90566,0.671821,0.458053,0.596727,0.403273,0.70341,1.0,0.0,0.75,0.109562,0.398381,0.664248,0.310406,0.757825,0.75,0.0,0.884587,0.665371,0.869656,0.497071,0.512059,0.984597,0.331739,0.892857,0.142102,0.633023,0.0,0.625,0.0,0.728157,0.687265,0.5,0.857644,0.0,0.0,1.0,0.0,1.0,0.199338,0.833333,0.625977,0.554506,0.559636,0.537595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,apache01,12,0.036417,0,0.08333333333333333,2.5649493574615367,0.9056603773584906,1.0,0.0,0.0,0.0,8.0,2.0,10.0,0.0,1.0,0.6931471805599453,6.114856271701634,1.4088656689712362,1.0,0.0,0.90566,0.361361,0.559925,0.544468,0.455532,0.337105,1.0,0.0,0.4,0.0,0.278654,0.459842,0.907279,0.777811,0.4,0.682289,0.923852,0.683505,1.0,0.999802,0.383805,0.848497,0.82943,0.714286,0.278808,1.0,0.0,0.25,0.875,0.452185,0.85,0.5,0.8125,0.0,0.0,1.0,0.157944,1.0,0.0,0.333333,0.72973,0.586846,0.45,0.785108,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:65:task_7:IG02:2021-03-10 22:03:00,Bank:IG02:2021-03-10 22:03:00,65,task_7,2021_03_10,IG02,servicetest11,13,0.01944,0,0.07692307692307693,2.639057329615259,0.12581405155155462,0.2096900859192577,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.6931471805599453,1.8652717155295795,0.9056603773584906,1.0,0.0,0.125814,0.232293,0.0,1.0,0.0,0.177622,1.0,0.0,1.0,0.109562,0.150358,0.132472,0.276756,1.0,1.0,0.62439,0.650226,0.888769,0.937419,0.22285,0.627837,0.757638,0.61636,0.892857,0.285132,1.0,0.0,0.125,0.0,0.14324,0.55,0.5,0.4375,0.0,0.0,1.0,0.18354,1.0,0.0,0.166667,0.61674,0.493701,0.45,0.570916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
